uid,name,province,city,area,address,lng,lat
10932f4b3c4a3649a8175af2,新田公园(新田村办公楼东),广东省,深圳市,罗湖区,广东省深圳市罗湖区新田公园(望桐路南),114.17228888407627,22.604662582065576
507fd31ac28e9199157643ec,祥福园,广东省,深圳市,宝安区,松福大道与福洲大道交叉口西北100米,113.78289138706529,22.678223152186984
367088feecfbedf94d776e08,凤凰山森林公园-许愿亭,广东省,深圳市,宝安区,福永街道凤凰村凤凰山森林公园内,113.85062273282026,22.674829721733012
deaac5804a994f5eeaf85354,麦宝桥头公园(水店),广东省,深圳市,宝安区,福永桥头新村二巷8号,113.80294094137113,22.689730747657936
34f7e043f0ff7bf82b11d151,红树林公园二期,广东省,深圳市,宝安区,广东省深圳市宝安区西湾红树林湿地公园东南100米,113.83381126601395,22.58970007516277
36fd6017d6f7370bd13ce39c,瓜果公园,广东省,深圳市,南山区,月亮湾青青街1号青青世界内,113.89470753232351,22.50039350953583
9cdd93c7abea344ef82d61e2,又一村街心公园,广东省,深圳市,龙岗区,八约一街5-11号附近,114.10306035132533,22.610491618411352
ba7d5c457e5112de82a12ebe,药用植物区,广东省,深圳市,罗湖区,深圳市罗湖区莲塘仙湖路160号仙湖植物园内,114.16764222644835,22.58476569296113
322571fc2d42b31eca1b953c,凤凰山森林公园-云顶参天景区,广东省,深圳市,宝安区,福永街道凤凰村凤凰山森林公园内,113.85190306298855,22.678701456931147
8be541930261986ef7eafc96,凤凰山森林公园-山清水秀亭,广东省,深圳市,宝安区,福永街道凤凰村凤凰山森林公园内,113.84998784156616,22.67795620065325
86d8d462e37715eb03ff2dad,周衮姜公祠,广东省,深圳市,宝安区,固戍一路与文昌路交叉口西50米,113.83819401975683,22.592994246869544
c73c6de69feb04098c55ec4d,石岩湖绿道,广东省,深圳市,宝安区,广东省深圳市宝安区石岩湖绿道,113.91734967633896,22.679714984492335
0029702dcdf60dcabbbd63e0,洪湖公园-东小门2号,广东省,深圳市,罗湖区,深圳市罗湖区洪湖二街与洪湖路交叉口西50米,114.11396639717961,22.56353186297841
95886dd966d6f606b6f42f1b,梧桐绿道,广东省,深圳市,罗湖区,深圳市罗湖区,114.16268804710943,22.592257709289676
4c5c821b8fdaa9fc0e3ddac9,公园东一路,广东省,深圳市,宝安区,广东省深圳市宝安区中心区塘头大道塘头村,113.91298503693962,22.661942453393888
37d60a463bbb62631e1d1129,八仙岭公园,广东省,深圳市,龙岗区,深圳市龙岗区爱南路北侧,114.27281312299606,22.718989293998554
d5464cf8b7f49b57fda7782a,龙潭公园,广东省,深圳市,龙岗区,深圳市龙岗区龙城街道长兴南路31号,114.23798112034818,22.726432970184664
8cfac607d16443fc3a13fdaa,马峦山郊野公园,广东省,深圳市,坪山区,广东省深圳市坪山区马峦街道马峦社区坪马线公路,114.34204668582409,22.66211892186913
5e19b631f765dc9854bfff71,龙城公园,广东省,深圳市,龙岗区,深圳市龙岗区清林路,114.22137504424477,22.715551651065233
a6716901107dfde5eaf85377,坪山湿地公园,广东省,深圳市,坪山区,广东省深圳市坪山区金牛东路南130米,114.401858829308,22.7121813031205
64ff3be19df659a291114ce0,坪山公园,广东省,深圳市,坪山区,广东省深圳市坪山区东纵路坪山汽车总站斜对面,114.33870608409316,22.690698798474216
ee9097efca4d4651744ff191,水流田公园,广东省,深圳市,龙岗区,水田一路华伦世家家具附近,114.30066694523585,22.70885488407017
3330f4d322650fa7b1077def,横岗人民公园,广东省,深圳市,龙岗区,龙岗大道横岗段5014号,114.20438051971459,22.649547232479076
09185c56a1006923f11937c5,燕子岭公园,广东省,深圳市,坪山区,广东省深圳市坪山区龙田街道南布社区金牛西路,114.35323882922214,22.700455566388257
cdef4edf09c8a15728d7ab41,观音山公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区大鹏街道王母社区金沙大道与坪西路交汇处,114.45165719622443,22.58735110068374
8c3ac62a48d17dc5f02d8357,金沙湾海滨公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区大鹏新区棕榈大道33号,114.45154802369596,22.57205948405036
341c35de1a9164bee6073828,六约公园,广东省,深圳市,龙岗区,深圳市龙岗区礼耕路49号六约展鹏幼儿园对面,114.18279740327425,22.63801368791108
508c864ab56684dc6140a956,南联社区公园,广东省,深圳市,龙岗区,宝南路东50米,114.24598285897531,22.70162170107333
6ef66dd8e4befa141d389440,双龙公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区龙岗立交,114.27520665214944,22.73239605776371
fc7675246f5857874f776e84,坪山区中心公园,广东省,深圳市,坪山区,广东省深圳市坪山区坪山街道丹梓西路,114.34324504915669,22.710402398382016
fd13a3f2765a06fab1077d2c,海山公园(深盐路),广东省,深圳市,盐田区,深圳市盐田区深盐路2100号,114.23533382758498,22.562492707767714
07a6f57c941fa781246e9826,广东梧桐山国家森林公园,广东省,深圳市,盐田区,广东省深圳市盐田区海山街道梧桐社区,114.2102635001203,22.58054630627244
6510388d89ffef3cd23ce367,龙岗智慧公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区市民社区公园(深圳市龙岗区政府西南),114.24095313025616,22.722424008666597
158495eda58e24bfc26c1417,聚龙山生态公园,广东省,深圳市,坪山区,坪山区坑梓街道秀新社区锦绣中路,114.38631705538334,22.730698631151856
efeb0af2f45ce937ad045774,茶溪谷度假公园,广东省,深圳市,盐田区,深圳市盐田区东部华侨城内,114.27560962077239,22.635219822763464
87420b912145457888db73f5,云海谷体育公园,广东省,深圳市,盐田区,深圳市盐田区梅沙街道大梅沙环碧路东部华侨城景区内,114.28471893460136,22.631409358303383
5b639205eb9e5b36eb12e4b5,龙岗区大运公园,广东省,深圳市,龙岗区,广东省深圳市龙岗区龙城街道龙红格社区龙翔大道,114.19851057565717,22.688724983077794
991e727e31cda7ec93114cc4,航母公园,广东省,深圳市,盐田区,广东省深圳市盐田区沙头角航母公园(海景路东),114.23490763856266,22.55265333051618
ac988662ff456e56a2d23085,龙东公园,广东省,深圳市,龙岗区,深圳市龙岗区源盛路64-2号,114.2853814909993,22.72242175679575
99b32668ca09398dd718b753,深圳市国际生物谷坝光核心启动区银叶树湿地园,广东省,深圳市,龙岗区,坝核公路与243乡道交叉口西北50米,114.51318457948706,22.647884999168824
f8686a817405cbc6306212e6,盐田中央公园,广东省,深圳市,盐田区,广东省深圳市盐田区壹海城东南50米,114.23470807959708,22.556010449954346
e93761f6a257920e223bf202,茂盛公园,广东省,深圳市,龙岗区,深圳市龙岗区华乐路6号,114.19741779884968,22.655670363744488
a3f21eeeb2f29f442fb17e2c,东和公园,广东省,深圳市,盐田区,广东省深圳市盐田区海涛路1号,114.22834912447979,22.549949717519752
5daee7a21732ac3b0bf5ebd0,松子坑森林公园,广东省,深圳市,坪山区,广东省深圳市坪山区松子坑森林公园(丹梓大道北60米),114.35710264956082,22.725438321445584
714716ed43fea075b45f1ec3,海景路带状公园,广东省,深圳市,盐田区,广东省深圳市盐田区海景路11号西南100米,114.23124978454997,22.548546098453517
e56bf5e3171a6c440782c22c,东海岸运动公园,广东省,深圳市,盐田区,环碧路122号对面,114.29539756908845,22.602820466091597
c31c2255f9ff180fed74f8ba,大山陂主题公园,广东省,深圳市,坪山区,广东省深圳市坪山区坪山体育中心体育馆东南50米(八号路南),114.3408016944385,22.67729296238333
