number,x,y,uid
1,113.90035935510527,22.515114777815732,b3db702cbfe1d7c33062127d
2,113.90118357271693,22.515976133995487,b3db702cbfe1d7c33062127d
3,113.90210114293635,22.515169995967828,b3db702cbfe1d7c33062127d
4,113.90126803427972,22.514337411237765,b3db702cbfe1d7c33062127d
5,113.90035935510527,22.515114777815732,b3db702cbfe1d7c33062127d
6,113.91852589926897,22.551145516525782,868385dd2b3b5f2f10293583
7,113.91907771923272,22.551109789525558,868385dd2b3b5f2f10293583
8,113.92046917386152,22.55152436003247,868385dd2b3b5f2f10293583
9,113.92050282599266,22.550378796709705,868385dd2b3b5f2f10293583
10,113.92042925695114,22.550348475293244,868385dd2b3b5f2f10293583
11,113.91869469264677,22.550337406103736,868385dd2b3b5f2f10293583
12,113.91854353750784,22.55039514608163,868385dd2b3b5f2f10293583
13,113.91852589926897,22.551145516525782,868385dd2b3b5f2f10293583
14,113.99788068637135,22.597168283024455,a8c301840ff056a8b21e361b
15,113.99771013930804,22.59700538518501,a8c301840ff056a8b21e361b
16,113.99771012406099,22.59691839213265,a8c301840ff056a8b21e361b
17,113.99879361569954,22.595859509233286,a8c301840ff056a8b21e361b
18,113.99880649906544,22.595767518106285,a8c301840ff056a8b21e361b
19,113.9986769187766,22.595650444234714,a8c301840ff056a8b21e361b
20,113.99818445918946,22.595233430577657,a8c301840ff056a8b21e361b
21,113.99708776332915,22.594783122125357,a8c301840ff056a8b21e361b
22,113.99735196115003,22.594249892009227,a8c301840ff056a8b21e361b
23,113.9974007723061,22.594203893538303,a8c301840ff056a8b21e361b
24,113.99818942677923,22.594503458425542,a8c301840ff056a8b21e361b
25,113.99886927436219,22.594828645162412,a8c301840ff056a8b21e361b
26,113.9996128018138,22.595305219639517,a8c301840ff056a8b21e361b
27,114.00038225134485,22.596173362984622,a8c301840ff056a8b21e361b
28,114.00049890621439,22.596294534205715,a8c301840ff056a8b21e361b
29,114.00033350806197,22.596478203790184,a8c301840ff056a8b21e361b
30,114.00017706269324,22.596685935101394,a8c301840ff056a8b21e361b
31,114.00008739406113,22.596869776929854,a8c301840ff056a8b21e361b
32,113.99987716329838,22.597190395654707,a8c301840ff056a8b21e361b
33,113.99983232345299,22.597253302554503,a8c301840ff056a8b21e361b
34,113.99988616247,22.59743237145729,a8c301840ff056a8b21e361b
35,114.00002970403288,22.59761158394739,a8c301840ff056a8b21e361b
36,114.00093365749007,22.59817240534543,a8c301840ff056a8b21e361b
37,114.00127402507303,22.598089796621604,a8c301840ff056a8b21e361b
38,114.00135005587454,22.597889831825736,a8c301840ff056a8b21e361b
39,114.00175275363743,22.597690860906695,a8c301840ff056a8b21e361b
40,114.00300147018385,22.599246877750023,a8c301840ff056a8b21e361b
41,114.00297466285201,22.599367703242628,a8c301840ff056a8b21e361b
42,114.00289862205925,22.599417426535197,a8c301840ff056a8b21e361b
43,114.00115793833798,22.59911955719249,a8c301840ff056a8b21e361b
44,114.00067455145384,22.598959914823862,a8c301840ff056a8b21e361b
45,114.00054921781793,22.598901428285785,a8c301840ff056a8b21e361b
46,113.99788068637135,22.597168283024455,a8c301840ff056a8b21e361b
47,113.94322205957535,22.526467015009626,33fbfa838e8db0c10bf5eb71
48,113.94336599616808,22.52623563655742,33fbfa838e8db0c10bf5eb71
49,113.94359494479983,22.526083453948463,33fbfa838e8db0c10bf5eb71
50,113.94386496576863,22.525959777146234,33fbfa838e8db0c10bf5eb71
51,113.94437201839132,22.525862638673946,33fbfa838e8db0c10bf5eb71
52,113.94492404844976,22.525823713182376,33fbfa838e8db0c10bf5eb71
53,113.94512221255363,22.525929539521176,33fbfa838e8db0c10bf5eb71
54,113.94512247753715,22.526818555962883,33fbfa838e8db0c10bf5eb71
55,113.94432728831475,22.52680612209836,33fbfa838e8db0c10bf5eb71
56,113.9443223785372,22.527265115499187,33fbfa838e8db0c10bf5eb71
57,113.94320421506424,22.52723918342331,33fbfa838e8db0c10bf5eb71
58,113.94318212447743,22.52693042452249,33fbfa838e8db0c10bf5eb71
59,113.94322205957535,22.526467015009626,33fbfa838e8db0c10bf5eb71
60,113.94282609506527,22.547007806061277,22e114075a9f30b4d5b74e73
61,113.9431720188275,22.547150537688246,22e114075a9f30b4d5b74e73
62,113.94418711416404,22.54714458976201,22e114075a9f30b4d5b74e73
63,113.9442057002728,22.54629760540239,22e114075a9f30b4d5b74e73
64,113.94288059151884,22.546306431988956,22e114075a9f30b4d5b74e73
65,113.94282609506527,22.547007806061277,22e114075a9f30b4d5b74e73
66,113.94521059602347,22.53555314234408,7371416e012a60af83a00c39
67,113.9481134772864,22.53555136908297,7371416e012a60af83a00c39
68,113.94982585786556,22.53558121078852,7371416e012a60af83a00c39
69,113.94998539206635,22.53553545912717,7371416e012a60af83a00c39
70,113.95004789314996,22.53541272669538,7371416e012a60af83a00c39
71,113.94990894685478,22.53500985673688,7371416e012a60af83a00c39
72,113.94982591132951,22.53450926699503,7371416e012a60af83a00c39
73,113.94979557856792,22.534192550431417,7371416e012a60af83a00c39
74,113.9496758765928,22.532224911635655,7371416e012a60af83a00c39
75,113.94967592699341,22.53122015761083,7371416e012a60af83a00c39
76,113.94961208166767,22.530263540832237,7371416e012a60af83a00c39
77,113.9495673581854,22.530225241352927,7371416e012a60af83a00c39
