城市,正反线路,简称,全称,上车票价,全程票价,距离,起点站,终点站,线路类型,首班时间,末班时间
哈尔滨,1,1号线,地铁1号线(新疆大街--哈尔滨东站),2,5,25.81649,新疆大街,哈尔滨东站,地铁,0600,2230
哈尔滨,2,1号线,地铁1号线(哈尔滨东站--新疆大街),2,5,25.81649,哈尔滨东站,新疆大街,地铁,0600,2230
哈尔滨,1,3号线,地铁3号线(医大二院--哈尔滨西站),2,4,3.36735,医大二院,哈尔滨西站,地铁,0600,2230
哈尔滨,2,3号线,地铁3号线(哈尔滨西站--医大二院),2,4,3.36735,哈尔滨西站,医大二院,地铁,0600,2230
