ox,oy,dx,dy
113.972463,22.588239,113.99195,22.592339
113.972463,22.588239,113.97904,22.584665
113.972463,22.588239,113.975502,22.596604
113.972463,22.588239,113.954001,22.58402
113.972463,22.588239,113.956025,22.576105
113.972463,22.588239,113.964935,22.596567
113.972463,22.588239,113.988895,22.585374
113.972463,22.588239,113.983816,22.598723
113.972463,22.588239,113.978784,22.57795
113.972463,22.588239,113.963761,22.59344
