城市,正反线路,简称,全称,上车票价,全程票价,距离,起点站,终点站,线路类型,首班时间,末班时间
洛阳,1,1号线,地铁1号线(杨湾--红山),2,5,24.95157,杨湾,红山,地铁,[],[]
洛阳,2,1号线,地铁1号线(红山--杨湾),2,5,24.95157,红山,杨湾,地铁,[],[]
