城市,正反线路,简称,全称,上车票价,全程票价,距离,起点站,终点站,线路类型,首班时间,末班时间
嘉兴,1,杭海城际,杭海城际铁路(浙大国际校区--余杭高铁站),2,9,45.72998,浙大国际校区,余杭高铁站,地铁,0630,2230
嘉兴,2,杭海城际,杭海城际铁路(余杭高铁站--浙大国际校区),2,9,45.72992,余杭高铁站,浙大国际校区,地铁,0630,2230
