城市,正反线路,简称,全称,上车票价,全程票价,距离,起点站,终点站,线路类型,首班时间,末班时间
太原,1,2号线,轨道交通2号线(西桥--尖草坪),2,6,23.26300,西桥,尖草坪,地铁,0600,2200
太原,2,2号线,轨道交通2号线(尖草坪--西桥),2,6,23.26300,尖草坪,西桥,地铁,0600,2200
