城市,正反线路,简称,全称,上车票价,全程票价,距离,起点站,终点站,线路类型,首班时间,末班时间
乌鲁木齐,1,1号线,轨道交通1号线(三屯碑--国际机场),2,7,28.99488,三屯碑,国际机场,地铁,0740,2330
乌鲁木齐,2,1号线,轨道交通1号线(国际机场--三屯碑),2,7,28.99488,国际机场,三屯碑,地铁,0740,2330
